Titre original,Note press,Notes spectateur,id allocine,Box office,date,duree_minutes,Nombre_de_critiques_presse,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,mois_sortie,annee_sortie,titre_normalise,nom_du_realisateur
Intrigo: Dear Agnes,,2.5,257580,,2021-11-16,100.0,,70.0,7.0,11.0,2021.0,intrigodearagnes,"De
Daniel Alfredson"
Saving Zoë,,2.4,274242,,2019-10-14,95.0,,75.0,7.0,10.0,2019.0,savingzoë,"De
Jeffrey G. Hunt"
Jay and Silent Bob Reboot,,2.3,253921,,2020-01-19,110.0,,145.0,13.0,1.0,2020.0,jayandsilentbobreboot,"De
Kevin Smith"
The Art Of Self-Defense,,2.8,258838,,2019-11-10,104.0,,312.0,26.0,11.0,2019.0,theartofselfdefense,"De
Riley Stearns"
Bliss,,3.0,267679,,2021-06-02,80.0,,63.0,8.0,6.0,2021.0,bliss,"De
Joe Begos"
Backdraft 2,,1.8,263549,,2019-07-23,101.0,,91.0,14.0,7.0,2019.0,backdraft2,"De
Gonzalo Lopez-Gallego"
The Fanatic,,1.7,274321,,2020-09-25,89.0,,155.0,26.0,9.0,2020.0,thefanatic,"De
Fred Durst"
Semper Fi,2.0,2.6,256014,,2016-02-01,100.0,3.0,238.0,21.0,2.0,2016.0,semperfi,"De
Henry Alex Rubin"
Straight Up,3.5,3.4,268330,4634.0,2022-10-26,95.0,14.0,131.0,20.0,10.0,2022.0,straightup,"De
James Sweeney (III)"
Rattlesnake,,1.9,269694,,2020-04-10,85.0,,269.0,37.0,4.0,2020.0,rattlesnake,"De
Zak Hilditch"
Buddy Games,,1.8,257177,,2021-02-03,97.0,,132.0,8.0,2.0,2021.0,buddygames,"De
Josh Duhamel"
After the Wedding,,3.0,262473,,2020-02-07,110.0,,187.0,16.0,2.0,2020.0,afterthewedding,"De
Bart Freundlich"
See You Yesterday,,1.9,270433,,2020-04-10,,,353.0,85.0,4.0,2020.0,seeyouyesterday,"De
Stefon Bristol"
The Last Black Man in San Francisco,,3.2,264511,,2021-10-01,121.0,,122.0,9.0,10.0,2021.0,thelastblackmaninsanfrancisco,"De
Joe Talbot"
Hala,,2.7,270047,,2019-11-22,94.0,,60.0,7.0,11.0,2019.0,hala,"De
Minhal Baig"
The Dare,,2.0,279338,,2021-07-22,96.0,,82.0,10.0,7.0,2021.0,thedare,"De
Giles Alderson"
Photograph,3.3,2.5,257183,98025.0,2020-01-22,110.0,18.0,1105.0,34.0,1.0,2020.0,photograph,"De
Ritesh Batra"
The Friend,,3.3,271384,,2021-04-22,124.0,,158.0,15.0,4.0,2021.0,thefriend,"De
Gabriela Cowperthwaite"
Encounter,,1.3,255659,,2020-05-07,92.0,,87.0,18.0,5.0,2020.0,encounter,"De
Paul Salamoff"
Honey Boy,,3.4,263420,,2019-11-08,95.0,,190.0,11.0,11.0,2019.0,honeyboy,"De
Alma Har'el"
Kill Chain,,1.6,264644,,2020-01-10,91.0,,99.0,5.0,1.0,2020.0,killchain,"De
Ken Sanzel"
Walk. Ride. Rodeo.,,3.3,266750,,2020-04-28,100.0,,73.0,9.0,4.0,2020.0,walkriderodeo,"De
Conor Allyn"
Stuber,,2.5,246901,20182260.0,2019-12-11,92.0,,211.0,19.0,12.0,2019.0,stuber,"De
Michael Dowse"
Brittany Runs A Marathon,,2.8,270044,,2019-11-14,104.0,,135.0,9.0,11.0,2019.0,brittanyrunsamarathon,"De
Paul Downs Colaizzo"
High Flying Bird,,2.1,262595,,2020-09-10,90.0,,190.0,13.0,9.0,2020.0,highflyingbird,"De
Steven Soderbergh"
Sextuplets,,1.8,267299,,2019-08-16,97.0,,290.0,32.0,8.0,2019.0,sextuplets,"De
Michael Tiddes"
Guava Island,,3.7,269930,,2019-04-13,55.0,,126.0,8.0,4.0,2019.0,guavaisland,"De
Hiro Murai"
The Kill Team,,2.9,251252,,2020-05-01,85.0,,125.0,11.0,5.0,2020.0,thekillteam,"De
Dan Krauss"
American Son,,2.6,271123,,2020-06-02,90.0,,259.0,40.0,6.0,2020.0,americanson,"De
Kenny Leon"
Dauntless: The Battle of Midway,,1.5,276039,,2019-12-04,93.0,,52.0,10.0,12.0,2019.0,dauntlessthebattleofmidway,"De
Mike Phillips"
The Sun Is Also A Star,,3.4,252515,2511530.0,2019-10-18,100.0,,150.0,6.0,10.0,2019.0,thesunisalsoastar,"De
Ry Russo-Young"
Lying and Stealing,,2.2,260380,,2019-10-22,100.0,,196.0,9.0,10.0,2019.0,lyingandstealing,"De
Matt Aselton"
Pets United,,2.1,285952,,2021-08-12,89.0,,65.0,8.0,8.0,2021.0,petsunited,"De
Reinhard Klooss"
The Assent,1.8,1.6,275861,122033.0,2020-06-22,88.0,6.0,1220.0,74.0,6.0,2020.0,theassent,"De
Pearry Reginald Teo"
Lazarat,,1.7,289207,,2021-06-16,103.0,,33.0,5.0,6.0,2021.0,lazarat,"De
William Kaufman"
The Angry Birds Movie 2,2.8,3.2,249707,34028596.0,2019-10-16,97.0,9.0,671.0,43.0,10.0,2019.0,theangrybirdsmovie2,"De
Thurop Van Orman"
Monster Island,,1.8,274712,,2020-05-06,89.0,,31.0,11.0,5.0,2020.0,monsterisland,"De
Mark Atkins"
Buffaloed,,2.5,266444,,2021-02-24,95.0,,78.0,7.0,2.0,2021.0,buffaloed,"De
Tanya Wexler"
Villains,,3.2,263241,,2020-01-20,88.0,,42.0,8.0,1.0,2020.0,villains,"De
Robert Olsen,
Dan Berk"
Luce,,2.7,260605,,2020-07-01,109.0,,220.0,25.0,7.0,2020.0,luce,"De
Julius Onah"
Plus One,,2.6,274513,,2021-07-22,98.0,,71.0,5.0,7.0,2021.0,plusone,"De
Jeff Chan,
Andrew Rhymer"
Don't Let Go,,3.2,255603,,2020-05-31,103.0,,201.0,21.0,5.0,2020.0,dontletgo,"De
Jacob Aaron Estes"
Satanic Panic,,1.6,274885,,2020-04-20,89.0,,139.0,18.0,4.0,2020.0,satanicpanic,"De
Chelsea Stardust"
Downhill,,1.9,236545,4622018.0,2020-11-18,87.0,,86.0,8.0,11.0,2020.0,downhill,"De
Nat Faxon,
Jim Rash"
Share,,2.1,259613,,2019-09-14,89.0,,61.0,6.0,9.0,2019.0,share,"De
Pippa Bianco"
Tommaso,3.3,3.0,273588,6134.0,2020-01-08,117.0,20.0,81.0,12.0,1.0,2020.0,tommaso,"De
Abel Ferrara"
Georgetown,,3.0,237710,,2020-04-07,99.0,,47.0,9.0,4.0,2020.0,georgetown,"De
Christoph Waltz"
Zeroville,,2.0,192336,,2020-10-31,101.0,,63.0,5.0,10.0,2020.0,zeroville,"De
James Franco"
Scare Me,,2.1,283285,,2021-07-28,104.0,,44.0,5.0,7.0,2021.0,scareme,"De
Josh Ruben"
Remember Me,2.5,2.8,266779,7926.0,2020-09-09,81.0,10.0,807.0,19.0,9.0,2020.0,rememberme,"De
Martín Rosete"
Rogue Warfare,,1.4,276505,,2019-11-07,103.0,,103.0,27.0,11.0,2019.0,roguewarfare,"De
Mike Gunther"
Good Sam,,2.7,268057,,2020-04-28,89.0,,83.0,8.0,4.0,2020.0,goodsam,"De
Kate Miles Melville"
Stargirl,,2.9,239467,,2021-08-20,107.0,,177.0,16.0,8.0,2021.0,stargirl,"De
Julia Hart"
Big Time Adolescence,,3.1,265757,,2020-10-31,95.0,,81.0,5.0,10.0,2020.0,bigtimeadolescence,"De
Jason Orley"
Ham on Rye,3.6,2.4,276652,1712.0,2021-12-08,86.0,12.0,84.0,13.0,12.0,2021.0,hamonrye,"De
Tyler Taormina"
Them That Follow,,2.1,258383,,2019-10-25,98.0,,42.0,5.0,10.0,2019.0,themthatfollow,"De
Brittany Poulton,
Daniel Savage"
Native Son,,2.4,254153,,2022-04-08,108.0,,65.0,9.0,4.0,2022.0,nativeson,"De
Rashid Johnson"
10 Minutes Gone,,1.5,266802,,2020-01-10,96.0,,170.0,23.0,1.0,2020.0,10minutesgone,"De
Brian A. Miller"
UglyDolls,2.9,2.2,194464,17433285.0,2019-07-10,88.0,8.0,116.0,15.0,7.0,2019.0,uglydolls,"De
Kelly Asbury"
Give Me Liberty,3.6,3.4,270096,53300.0,2019-07-24,111.0,21.0,375.0,55.0,7.0,2019.0,givemeliberty,"De
Kirill Mikhanovsky"
Ode to Joy,,3.1,275548,,2019-10-04,97.0,,125.0,13.0,10.0,2019.0,odetojoy,"De
Jason Winer"
Come As You Are,3.0,3.3,271663,1466.0,2021-06-02,107.0,6.0,98.0,19.0,6.0,2021.0,comeasyouare,"De
Richard Wong"
Mickey and the Bear,3.4,3.6,271257,4696.0,2020-02-12,89.0,24.0,114.0,16.0,2.0,2020.0,mickeyandthebear,"De
Annabelle Attanasio"
Body Cam,,2.4,265624,,2020-08-25,,,100.0,11.0,8.0,2020.0,bodycam,"De
Malik Vitthal"
Steven Universe: The Movie,,3.7,266396,,2023-09-30,82.0,,66.0,6.0,9.0,2023.0,stevenuniversethemovie,"De
Rebecca Sugar"
Batman: Hush,,3.3,266484,,2019-08-14,81.0,,189.0,16.0,8.0,2019.0,batmanhush,"De
Justin Copeland"
Batman vs. Teenage Mutant Ninja Turtles,,3.2,271724,,2019-06-05,84.0,,122.0,13.0,6.0,2019.0,batmanvsteenagemutantninjaturtles,"De
Jake Castorena"
Lingua Franca,3.7,3.0,277312,15205.0,2020-07-01,89.0,18.0,170.0,22.0,7.0,2020.0,linguafranca,"De
Isabel Sandoval"
The Wolf Hour,,2.8,260021,,2021-06-29,99.0,,34.0,6.0,6.0,2021.0,thewolfhour,"De
Alistair Banks Griffin"
Horrible Histories: The Movie - Rotten Romans,,2.0,268371,,2019-12-17,92.0,,63.0,9.0,12.0,2019.0,horriblehistoriesthemovierottenromans,"De
Dominic Brigstocke"
Wine Country,,2.0,263506,,2020-04-28,103.0,,134.0,13.0,4.0,2020.0,winecountry,"De
Amy Poehler"
Human Capital,,2.2,269540,,2020-11-01,102.0,,70.0,5.0,11.0,2020.0,humancapital,"De
Marc Meyers"
Wonder Woman: Bloodlines,,2.8,266489,,2019-11-05,83.0,,78.0,5.0,11.0,2019.0,wonderwomanbloodlines,"De
Justin Copeland,
Sam Liu"
Knives and Skin,2.7,2.0,270602,9369.0,2019-11-20,112.0,28.0,117.0,17.0,11.0,2019.0,knivesandskin,"De
Jennifer Reeder"
Juanita,,2.5,255360,,2020-04-28,90.0,,74.0,5.0,4.0,2020.0,juanita,"De
Clark Johnson"
Clemency,,3.0,270045,,2020-09-02,113.0,,26.0,5.0,9.0,2020.0,clemency,"De
Chinonye Chukwu"
Don't Tell A Soul,,2.5,270907,,2021-07-12,87.0,,65.0,8.0,7.0,2021.0,donttellasoul,"De
Alex McAulay"
Justice League vs. The Fatal Five,,2.9,266486,,2019-04-23,77.0,,82.0,5.0,4.0,2019.0,justiceleaguevsthefatalfive,"De
Sam Liu"
Random Acts Of Violence,,1.6,189382,,2021-04-15,81.0,,78.0,11.0,4.0,2021.0,randomactsofviolence,"De
Jay Baruchel"
Corporate Animals,,1.7,264616,,2020-04-26,86.0,,73.0,7.0,4.0,2020.0,corporateanimals,"De
Patrick Brice"
Rogue Warfare: The Hunt,,1.6,277353,,2019-12-02,104.0,,60.0,13.0,12.0,2019.0,roguewarfarethehunt,"De
Mike Gunther"
Selah & The Spades,,1.9,270110,,2020-04-17,98.0,,33.0,6.0,4.0,2020.0,selahthespades,"De
Tayarisha Poe"
Reign of the Supermen,,3.3,266483,,2019-02-06,87.0,,128.0,10.0,2.0,2019.0,reignofthesupermen,"Par
Tim Sheridan"
Dolce Fine Giornata,2.5,2.8,270169,6011.0,2020-02-05,96.0,8.0,36.0,5.0,2.0,2020.0,dolcefinegiornata,"De
Jacek Borcuch"
Bull,,3.1,273590,,2020-02-14,113.0,,18.0,5.0,2.0,2020.0,bull,"De
Annie Silverstein"
How High 2,,1.4,265722,,,85.0,,99.0,5.0,,,howhigh2,"De
Bruce Leddy"
Prey,,2.2,248212,,,,,12.0,5.0,,,prey,"De
Franck Khalfoun"
Mickey Kelley,,3.2,275700,,,,,34.0,6.0,,,mickeykelley,"De
Alex Ranarivelo"
Snatchers,,2.4,272147,,,96.0,,87.0,10.0,,,snatchers,"De
Stephen Cedars,
Benji Kleiman"
Daniel Isn't Real,,2.8,266431,,,100.0,,28.0,6.0,,,danielisntreal,"De
Adam Egypt Mortimer"
Dogs Best Friend,,2.1,266006,,,91.0,,46.0,6.0,,,dogsbestfriend,"De
Gil Junger"
The Invisible Man,3.8,3.6,129473,64310490.0,2020-02-26,125.0,19.0,10631.0,621.0,2.0,2020.0,theinvisibleman,"De
Leigh Whannell"
Tenet,3.6,3.7,251315,55100000.0,2020-08-26,150.0,39.0,21311.0,1706.0,8.0,2020.0,tenet,"De
Christopher Nolan"
The Hunt,3.2,3.0,263711,5304455.0,2020-06-22,91.0,16.0,2140.0,216.0,6.0,2020.0,thehunt,"De
Craig Zobel"
Soul,4.3,4.2,251354,,2020-12-25,100.0,34.0,12006.0,474.0,12.0,2020.0,soul,"De
Pete Docter,
Kemp Powers"
The Gentlemen,3.5,4.1,264538,26887472.0,2020-02-05,113.0,33.0,12150.0,561.0,2.0,2020.0,thegentlemen,"De
Guy Ritchie"
The Mauritanian,3.8,4.2,278650,331109.0,2021-07-14,130.0,25.0,5119.0,287.0,7.0,2021.0,themauritanian,"De
Kevin Macdonald"
The Call of the Wild,3.2,3.7,259759,62092631.0,2020-02-19,100.0,13.0,7476.0,451.0,2.0,2020.0,thecallofthewild,"De
Chris Sanders"
Just Mercy,3.0,4.1,239735,27054597.0,2020-01-29,137.0,18.0,5710.0,269.0,1.0,2020.0,justmercy,"De
Destin Daniel Cretton"
Richard Jewell,4.0,4.1,226927,16164327.0,2020-02-19,129.0,35.0,12219.0,575.0,2.0,2020.0,richardjewell,"De
Clint Eastwood"
Come Play,,2.7,286109,9364580.0,2021-08-24,101.0,,274.0,35.0,8.0,2021.0,comeplay,"De
Jacob Chase"
The Rental,2.3,2.0,272483,74404.0,2020-08-19,88.0,4.0,1226.0,95.0,8.0,2020.0,therental,"De
Dave Franco"
Happiest Season,,3.1,264297,,2020-12-16,102.0,,498.0,26.0,12.0,2020.0,happiestseason,"De
Clea DuVall"
Mulan,2.6,2.6,236613,,2020-11-30,115.0,16.0,7029.0,440.0,11.0,2020.0,mulan,"De
Niki Caro"
Run,,3.4,265479,,2021-08-18,89.0,,560.0,48.0,8.0,2021.0,run,"De
Aneesh Chaganty"
Greyhound,2.7,3.6,250108,,2020-07-10,91.0,3.0,1453.0,118.0,7.0,2020.0,greyhound,"De
Aaron Schneider"
Mank,4.4,3.4,275554,,2020-12-04,132.0,26.0,1369.0,122.0,12.0,2020.0,mank,"De
David Fincher"
Palm Springs,3.8,3.9,272475,,2021-02-12,90.0,12.0,2303.0,111.0,2.0,2021.0,palmsprings,"De
Max Barbakow"
Promising Young Woman,3.3,3.7,273120,4360870.0,2021-05-26,108.0,30.0,4028.0,262.0,5.0,2021.0,promisingyoungwoman,"De
Emerald Fennell"
The Trial of the Chicago 7,4.4,4.2,130085,,2020-10-16,129.0,8.0,2902.0,96.0,10.0,2020.0,thetrialofthechicago7,"De
Aaron Sorkin"
Roald Dahl’s The Witches,3.1,2.4,265585,,2021-03-16,105.0,12.0,1274.0,93.0,3.0,2021.0,roalddahlsthewitches,"De
Robert Zemeckis"
Onward,3.6,3.9,251353,60360639.0,2020-03-04,102.0,31.0,8633.0,284.0,3.0,2020.0,onward,"De
Dan Scanlon"
Extraction,2.9,3.5,267389,,2020-04-24,116.0,13.0,7401.0,298.0,4.0,2020.0,extraction,"De
Sam Hargrave"
The Old Guard,2.5,3.2,266487,,2020-07-11,118.0,13.0,2938.0,231.0,7.0,2020.0,theoldguard,"De
Gina Prince-Bythewood"
Enola Holmes,3.3,3.3,261721,,2021-09-23,123.0,6.0,8397.0,231.0,9.0,2021.0,enolaholmes,"De
Harry Bradbeer"
Ava,1.8,2.2,266638,,2020-12-01,96.0,4.0,3752.0,174.0,12.0,2020.0,ava,"De
Tate Taylor"
Nomadland,4.1,3.9,271687,1480000.0,2021-06-09,108.0,38.0,6673.0,360.0,6.0,2021.0,nomadland,"De
Chloé Zhao"
Harley Quinn: Birds of Prey,2.5,2.7,264177,82538376.0,2020-02-05,109.0,17.0,11711.0,661.0,2.0,2020.0,harleyquinnbirdsofprey,"De
Cathy Yan"
The Devil All The Time,3.5,3.7,262861,,2020-09-21,138.0,14.0,2610.0,166.0,9.0,2020.0,thedevilallthetime,"De
Antonio Campos"
Extinct,2.9,2.0,260397,424699.0,2021-05-26,84.0,13.0,655.0,27.0,5.0,2021.0,extinct,"De
David Silverman,
Raymond S. Persi,
Raymond S. Persi"
Wolfwalkers,4.2,4.3,254359,185852.0,2021-10-20,103.0,14.0,947.0,54.0,10.0,2021.0,wolfwalkers,"De
Tomm Moore,
Ross Stewart"
After We Collided,,2.2,274369,420000.0,2020-12-22,106.0,,2589.0,65.0,12.0,2020.0,afterwecollided,"De
Roger Kumble"
Dolittle,2.2,2.9,254755,70314035.0,2020-02-05,102.0,15.0,6750.0,226.0,2.0,2020.0,dolittle,"De
Stephen Gaghan"
News of The World,3.4,3.7,256220,10356925.0,2021-02-12,119.0,17.0,1858.0,128.0,2.0,2021.0,newsoftheworld,"De
Paul Greengrass"
"Mario Puzo’s The Godfather, CODA: The Death Of Michael Corleone",,4.2,287113,,2020-12-07,158.0,,443.0,16.0,12.0,2020.0,mariopuzosthegodfathercodathedeathofmichaelcorleone,"De
Francis Ford Coppola"
Dark Web: Cicada 3301,,2.0,289548,,2021-08-12,105.0,,110.0,14.0,8.0,2021.0,darkwebcicada3301,"De
Alan Ritchson"
Wonder Woman 1984,2.1,2.1,256588,43600000.0,2021-03-03,151.0,19.0,7890.0,521.0,3.0,2021.0,wonderwoman1984,"De
Patty Jenkins"
Sonic the Hedgehog,2.0,2.7,229574,145753912.0,2020-02-12,99.0,13.0,8906.0,494.0,2.0,2020.0,sonicthehedgehog,"De
Jeff Fowler"
You Should Have Left,,2.1,263671,,2020-10-21,93.0,,249.0,20.0,10.0,2020.0,youshouldhaveleft,"De
David Koepp"
The Empty Man,4.0,2.7,250838,2268677.0,2022-06-26,137.0,3.0,419.0,46.0,6.0,2022.0,theemptyman,"De
David Prior"
Fatman,,2.2,274090,,2020-12-15,100.0,,422.0,44.0,12.0,2020.0,fatman,"De
Ian Nelms,
Eshom Nelms"
Minions: The Rise of Gru,3.2,3.5,248481,365567535.0,2022-07-06,88.0,19.0,3952.0,244.0,7.0,2022.0,minionstheriseofgru,"De
Kyle Balda,
Brad Ableson,
Jonathan Del Val"
Becky,,2.4,274180,,2021-03-24,94.0,,201.0,26.0,3.0,2021.0,becky,"De
Jonathan Milott,
Cary Murnion"
The Banker,,4.1,268529,,2020-03-20,120.0,,857.0,37.0,3.0,2020.0,thebanker,"De
George Nolfi"
Life in a Year,,3.6,254508,,2020-01-28,107.0,,206.0,13.0,1.0,2020.0,lifeinayear,"De
Mitja Okorn"
The Christmas Chronicles: Part Two,,2.9,276269,,2020-11-25,112.0,,497.0,37.0,11.0,2020.0,thechristmaschroniclesparttwo,"De
Chris Columbus"
Holidate,,2.9,272209,,2020-10-28,103.0,,1091.0,39.0,10.0,2020.0,holidate,"De
John Whitesell"
The Green Knight,3.6,2.9,269316,6784000.0,2022-01-03,130.0,15.0,1235.0,104.0,1.0,2022.0,thegreenknight,"De
David Lowery"
Unhinged,3.8,2.9,274205,19353385.0,2020-08-19,90.0,6.0,5011.0,407.0,8.0,2020.0,unhinged,"De
Derrick Borte"
I’m Thinking of Ending Things,3.8,2.6,262151,,2020-09-04,134.0,4.0,808.0,97.0,9.0,2020.0,imthinkingofendingthings,"De
Charlie Kaufman"
The Midnight Sky,2.5,2.4,275220,,2020-12-23,122.0,21.0,2876.0,296.0,12.0,2020.0,themidnightsky,"De
George Clooney"
I Still Believe,,3.2,271592,9103614.0,2020-06-04,115.0,,395.0,46.0,6.0,2020.0,istillbelieve,"De
Andrew Erwin,
Jon Erwin"
The Secret: Dare to Dream,,3.3,273783,,2020-09-03,103.0,,355.0,27.0,9.0,2020.0,thesecretdaretodream,"De
Andy Tennant"
Greenland,2.9,3.1,264720,576018.0,2020-08-05,120.0,16.0,5634.0,421.0,8.0,2020.0,greenland,"De
Ric Roman Waugh"
The New Mutants,2.3,2.1,237864,22721526.0,2020-08-26,93.0,11.0,4969.0,355.0,8.0,2020.0,thenewmutants,"De
Josh Boone"
Love And Monsters,3.2,3.3,209011,,2020-10-16,109.0,13.0,4729.0,201.0,10.0,2020.0,loveandmonsters,"De
Michael Matthews"
The Postcard Killings,,2.6,245066,,2020-10-13,100.0,,406.0,39.0,10.0,2020.0,thepostcardkillings,"De
Danis Tanovic"
Jingle Jangle: A Christmas Journey,,3.3,261326,,2020-11-14,122.0,,343.0,37.0,11.0,2020.0,jinglejangleachristmasjourney,"De
David E. Talbert"
The Sound of Philadelphia,3.4,2.5,264525,22796.0,2021-05-26,90.0,24.0,1268.0,79.0,5.0,2021.0,thesoundofphiladelphia,"De
Jérémie Guez"
Rebecca,2.7,3.0,203393,,2020-10-21,122.0,6.0,856.0,72.0,10.0,2020.0,rebecca,"De
Ben Wheatley"
The Craft: Legacy,2.0,1.7,238318,,2020-10-28,95.0,3.0,1236.0,84.0,10.0,2020.0,thecraftlegacy,"De
Zoe Lister-Jones"
Trolls World Tour,2.8,2.5,251303,1038565.0,2020-10-14,94.0,12.0,2246.0,61.0,10.0,2020.0,trollsworldtour,"De
David P. Smith,
Walt Dohrn"
First Cow,4.4,3.9,269258,105803.0,2021-07-09,122.0,28.0,1038.0,86.0,7.0,2021.0,firstcow,"De
Kelly Reichardt"
Spenser Confidential,3.3,3.0,265746,,2020-04-10,110.0,8.0,4269.0,95.0,4.0,2020.0,spenserconfidential,"De
Peter Berg"
Resistance,,3.8,74720,,2020-11-25,122.0,,779.0,56.0,11.0,2020.0,resistance,"De
Jonathan Jakubowicz"
The Boy Behind the Door,,1.7,293197,,2022-01-03,88.0,,99.0,11.0,1.0,2022.0,theboybehindthedoor,"De
Justin Powell,
David Charbonier"
Hamilton,,4.3,253979,,2020-07-03,160.0,,257.0,9.0,7.0,2020.0,hamilton,"De
Thomas Kail"
Monster Hunter,2.0,1.8,212776,11881895.0,2021-04-13,103.0,8.0,1726.0,223.0,4.0,2021.0,monsterhunter,"De
Paul W.S. Anderson"
Antebellum,3.1,2.8,275832,263184.0,2020-09-09,106.0,10.0,2836.0,316.0,9.0,2020.0,antebellum,"De
Gerard Bush,
Christopher Renz"
2 Hearts,,3.2,283597,565000.0,2021-02-07,106.0,,307.0,17.0,2.0,2021.0,2hearts,"De
Lance Hool"
Bad Boys For Life,2.4,3.3,172048,204294609.0,2020-01-22,124.0,24.0,11528.0,425.0,1.0,2020.0,badboysforlife,"De
Adil El Arbi,
Bilall Fallah"
Alone,,2.7,261168,,2016-02-01,98.0,,298.0,43.0,2.0,2016.0,alone,"De
John Hyams"
Minari,3.9,3.6,275596,59824.0,2021-06-23,116.0,35.0,1679.0,78.0,6.0,2021.0,minari,"De
Lee Isaac Chung"
Hillbilly Elegy,3.3,3.7,255411,,2020-11-24,116.0,11.0,741.0,45.0,11.0,2020.0,hillbillyelegy,"De
Ron Howard"
Project Power,2.6,2.8,268042,,2020-08-15,111.0,5.0,1806.0,117.0,8.0,2020.0,projectpower,"De
Henry Joost,
Ariel Schulman"
The Princess Switch 2: Switched Again,,2.5,278531,,2020-11-21,96.0,,340.0,10.0,11.0,2020.0,theprincessswitch2switchedagain,"De
Mike Rohl"
Words On Bathroom Walls,,3.7,264174,,2021-02-14,115.0,,104.0,9.0,2.0,2021.0,wordsonbathroomwalls,"De
Thor Freudenthal"
Die Hart,,1.5,312868,,2023-02-24,78.0,,136.0,9.0,2.0,2023.0,diehart,"De
Eric Appel"
Fantasy Island,1.7,1.8,128742,24056031.0,2020-02-12,110.0,9.0,4245.0,241.0,2.0,2020.0,fantasyisland,"De
Jeff Wadlow"
The Dry,,3.5,270075,,2021-10-13,117.0,,503.0,42.0,10.0,2021.0,thedry,"De
Robert Connolly"
All the Bright Places,,3.6,239793,,2020-04-10,107.0,,870.0,60.0,4.0,2020.0,allthebrightplaces,"De
Brett Haley"
The Babysitter: Killer Queen,,2.5,276506,,2020-09-10,101.0,,821.0,73.0,9.0,2020.0,thebabysitterkillerqueen,"De
 McG"
Shiva Baby,,3.5,285305,,2021-06-11,77.0,,170.0,11.0,6.0,2021.0,shivababy,"De
Emma Seligman"
Brahms: The Boy II,2.1,2.2,268927,9770161.0,2020-02-26,87.0,7.0,3050.0,100.0,2.0,2020.0,brahmstheboyii,"De
William Brent Bell"
Waves,2.8,3.7,265900,2304.0,2020-01-29,137.0,16.0,498.0,39.0,1.0,2020.0,waves,"De
Trey Edward Shults"
Fatale,,2.2,266845,5239520.0,2021-06-17,102.0,,440.0,42.0,6.0,2021.0,fatale,"De
Deon Taylor"
No Sudden Move,4.0,2.9,279217,,2021-09-08,116.0,5.0,443.0,41.0,9.0,2021.0,nosuddenmove,"De
Steven Soderbergh"
Over the Moon,,3.3,262477,,2021-09-23,95.0,,626.0,62.0,9.0,2021.0,overthemoon,"De
Glen Keane,
John Kahrs"
The King Of Staten Island,3.8,3.8,271357,34814.0,2020-07-22,137.0,29.0,1296.0,77.0,7.0,2020.0,thekingofstatenisland,"De
Judd Apatow"
A Fall from Grace,,2.9,279318,,2020-06-26,120.0,,2010.0,116.0,6.0,2020.0,afallfromgrace,"De
Tyler Perry"
Capone,,1.8,251401,,2020-10-15,104.0,,521.0,45.0,10.0,2020.0,capone,"De
Josh Trank"
The Night,,1.7,285245,26114.0,2021-05-19,105.0,,161.0,36.0,5.0,2021.0,thenight,"De
Kourosh Ahari"
Ammonite,3.7,3.3,270485,,2021-10-05,118.0,3.0,346.0,28.0,10.0,2021.0,ammonite,"De
Francis Lee"
Let Him Go,2.7,3.2,271917,8736335.0,2021-06-16,115.0,10.0,979.0,70.0,6.0,2021.0,lethimgo,"De
Thomas Bezucha"
Honest Thief,2.3,2.7,268631,13010569.0,2020-10-14,98.0,4.0,2786.0,143.0,10.0,2020.0,honestthief,"De
Mark Williams (II)"
The World To Come,,3.0,285494,,2021-06-06,98.0,,138.0,11.0,6.0,2021.0,theworldtocome,"De
Mona Fastvold"
The Silencing,,3.2,264617,,2020-11-03,90.0,,317.0,35.0,11.0,2020.0,thesilencing,"De
Robin Pront"
Minamata,,3.9,268923,,2021-10-20,115.0,,344.0,21.0,10.0,2021.0,minamata,"De
Andrew Levitas"
Lost Girls,,2.6,253821,,2022-10-24,95.0,,449.0,36.0,10.0,2022.0,lostgirls,"De
Liz Garbus"
An American Pickle,,2.3,282363,,2021-12-10,89.0,,228.0,18.0,12.0,2021.0,anamericanpickle,"De
Brandon Trost"
Proximity,,2.1,282216,,2021-10-25,119.0,,58.0,16.0,10.0,2021.0,proximity,"De
Eric Demeusy"
Respect,2.6,3.6,262185,15729378.0,2021-09-08,146.0,23.0,1908.0,96.0,9.0,2021.0,respect,"De
Liesl Tommy"
The Last Full Measure,,3.7,52576,,2020-08-03,115.0,,262.0,19.0,8.0,2020.0,thelastfullmeasure,"De
Todd Robinson"
The Last Thing He Wanted,,1.7,259428,,2020-04-28,115.0,,373.0,47.0,4.0,2020.0,thelastthinghewanted,"De
Dee Rees"
We Can Be Heroes,1.8,1.7,276644,,2020-12-25,100.0,4.0,334.0,41.0,12.0,2020.0,wecanbeheroes,"De
Robert Rodriguez"
Bloodshot,1.5,2.5,204239,9176695.0,2020-03-26,110.0,6.0,2058.0,169.0,3.0,2020.0,bloodshot,"De
Dave Wilson (II)"
Wendy,3.3,2.6,223801,10362.0,2021-06-23,112.0,25.0,675.0,37.0,6.0,2021.0,wendy,"De
Benh Zeitlin"
